x,y,z,P,Sw,Sg
525,175,35,52.3551,0.2,0.0578542
575,175,35,53.3825,0.2,0.0578432
625,175,35,53.0816,0.2,0.0578027
675,175,35,55.8011,0.2,0.0576862
725,175,35,58.4601,0.2,0.0575301
775,175,35,62.4885,0.2,0.0573383
825,175,35,65.4614,0.2,0.0571784
875,175,35,67.7635,0.2,0.0570515
925,175,35,69.3185,0.2,0.0569652
975,175,35,70.0412,0.2,0.0569247
25,225,35,81.0092,0.2,0.0563065
75,225,35,80.209,0.2,0.0563511
125,225,35,78.4401,0.2,0.0564494
175,225,35,75.8561,0.2,0.0565929
225,225,35,72.5744,0.2,0.0567748
275,225,35,70.0093,0.2,0.0569021
325,225,35,63.6203,0.2,0.0572449
375,225,35,57.339,0.2,0.0575726
425,225,35,53.3678,0.2,0.0578339
475,225,35,52.9016,0.2,0.0578973
525,225,35,51.6895,0.2,0.0579558
575,225,35,52.564,0.2,0.0579183
625,225,35,52.4753,0.2,0.0578948
675,225,35,55.0079,0.2,0.0577639
725,225,35,57.3153,0.2,0.0576031
775,225,35,61.5635,0.2,0.0573869
825,225,35,64.9337,0.2,0.0572068
875,225,35,67.4267,0.2,0.0570703
925,225,35,69.0603,0.2,0.0569798
975,225,35,69.8695,0.2,0.0569345
25,275,35,81.0919,0.2,0.0563018
75,275,35,80.4306,0.2,0.0563388
125,275,35,78.7632,0.2,0.0564313
175,275,35,76.1092,0.2,0.0565784
225,275,35,72.729,0.2,0.0567659
275,275,35,69.7944,0.2,0.0569244
325,275,35,63.5438,0.2,0.0572507
375,275,35,57.8733,0.2,0.0575634
425,275,35,53.3918,0.2,0.057826
475,275,35,52.2451,0.2,0.0579313
525,275,35,51.4628,0.2,0.0579747
575,275,35,52.2456,0.2,0.0579395
625,275,35,52.3152,0.2,0.0579143
675,275,35,54.4166,0.2,0.0578064
725,275,35,56.0006,0.2,0.0576462
775,275,35,60.5993,0.2,0.0574298
825,275,35,64.5653,0.2,0.0572265
875,275,35,67.2448,0.2,0.05708
925,275,35,68.7844,0.2,0.0569954
975,275,35,69.596,0.2,0.05695
25,325,35,81.4199,0.2,0.0562834
75,325,35,80.7302,0.2,0.056322
125,325,35,79.3335,0.2,0.0563988
175,325,35,76.4411,0.2,0.0565589
225,325,35,72.7069,0.2,0.0567652
275,325,35,69.6261,0.2,0.0569404
325,325,35,64.506,0.2,0.0572121
375,325,35,59.0957,0.2,0.0575063
425,325,35,53.9575,0.2,0.0577542
475,325,35,53.2621,0.2,0.0578702
525,325,35,51.7316,0.2,0.0579393
575,325,35,52.2841,0.2,0.0579265
625,325,35,52.3786,0.2,0.0579002
675,325,35,54.1455,0.2,0.0577795
725,325,35,57.6507,0.2,0.0575967
775,325,35,61.2331,0.2,0.057404
825,325,35,64.6614,0.2,0.0572226
875,325,35,67.1211,0.2,0.057088
925,325,35,68.6732,0.2,0.0570019
975,325,35,69.435,0.2,0.0569592
25,375,35,81.5772,0.2,0.0562746
75,375,35,80.9189,0.2,0.0563114
125,375,35,79.8439,0.2,0.0563703
175,375,35,77.1264,0.2,0.0565186
225,375,35,73.5152,0.2,0.0567206
275,375,35,70.3402,0.2,0.056897
325,375,35,65.3665,0.2,0.057166
375,375,35,59.4267,0.2,0.057464
425,375,35,56.8493,0.2,0.0576589
475,375,35,54.9237,0.2,0.0577765
525,375,35,53.2408,0.2,0.0578534
575,375,35,53.6172,0.2,0.0578557
625,375,35,53.94,0.2,0.0578296
675,375,35,55.557,0.2,0.0577065
725,375,35,58.8462,0.2,0.0575368
775,375,35,62.1674,0.2,0.0573592
825,375,35,64.9778,0.2,0.0572069
875,375,35,67.0738,0.2,0.0570908
925,375,35,68.6174,0.2,0.057005
975,375,35,69.3987,0.2,0.0569612
25,425,35,81.5018,0.2,0.0562788
75,425,35,80.9286,0.2,0.0563109
125,425,35,79.6274,0.2,0.0563833
175,425,35,77.2348,0.2,0.056516
225,425,35,74.0862,0.2,0.0566907
275,425,35,70.556,0.2,0.0568875
325,425,35,66.3896,0.2,0.0571174
375,425,35,62.084,0.2,0.0573557
425,425,35,58.5725,0.2,0.0575579
475,425,35,56.135,0.2,0.0577002
525,425,35,55.153,0.2,0.0577678
575,425,35,54.7195,0.2,0.0577898
625,425,35,54.73,0.2,0.0577506
675,425,35,57.3385,0.2,0.057626
725,425,35,59.9259,0.2,0.0574817
775,425,35,62.992,0.2,0.0573162
825,425,35,65.3542,0.2,0.0571875
875,425,35,66.8971,0.2,0.0571
925,425,35,68.5708,0.2,0.0570076
975,425,35,69.3797,0.2,0.0569623
25,475,35,81.295,0.2,0.0562904
75,475,35,80.927,0.2,0.0563111
125,475,35,79.5982,0.2,0.056385
175,475,35,77.3363,0.2,0.0565106
225,475,35,74.3381,0.2,0.0566772
275,475,35,70.838,0.2,0.0568721
325,475,35,66.9751,0.2,0.0570875
375,475,35,63.139,0.2,0.0573035
425,475,35,59.8682,0.2,0.0574922
475,475,35,57.5131,0.2,0.057632
525,475,35,56.3133,0.2,0.057706
575,475,35,55.955,0.2,0.0577265
625,475,35,56.5797,0.2,0.0576835
675,475,35,58.4088,0.2,0.0575753
725,475,35,60.8811,0.2,0.057431
775,475,35,63.9647,0.2,0.0572592
825,475,35,65.5855,0.2,0.0571746
875,475,35,67.2763,0.2,0.0570798
925,475,35,68.6609,0.2,0.0570026
975,475,35,69.4009,0.2,0.0569611
25,25,45,81.3158,0.2,0.0562893
75,25,45,80.7872,0.2,0.0563187
125,25,45,79.0616,0.2,0.0564146
175,25,45,76.7667,0.2,0.0565426
225,25,45,74.0024,0.2,0.0566969
275,25,45,70.9894,0.2,0.0568657
325,25,45,67.9837,0.2,0.0570353
375,25,45,65.1527,0.2,0.0571963
425,25,45,62.687,0.2,0.0573382
475,25,45,60.8434,0.2,0.0574461
525,25,45,59.9547,0.2,0.0574985
575,25,45,60.1221,0.2,0.0574841
625,25,45,61.6727,0.2,0.0573771
675,25,45,62.6871,0.2,0.0573322
725,25,45,63.6798,0.2,0.0572834
775,25,45,65.159,0.2,0.057199
825,25,45,66.8471,0.2,0.0571027
875,25,45,68.6948,0.2,0.0569996
925,25,45,70.0209,0.2,0.0569255
975,25,45,70.7256,0.2,0.056886
25,75,45,81.2797,0.2,0.0562913
75,75,45,80.5091,0.2,0.0563343
125,75,45,78.8722,0.2,0.0564254
175,75,45,76.5567,0.2,0.0565543
225,75,45,73.7203,0.2,0.0567124
275,75,45,70.5727,0.2,0.0568883
325,75,45,67.1817,0.2,0.0570775
375,75,45,63.8217,0.2,0.0572656
425,75,45,60.9834,0.2,0.0574276
475,75,45,59.4425,0.2,0.0575227
525,75,45,58.6185,0.2,0.057571
575,75,45,58.6952,0.2,0.0575644
625,75,45,59.56,0.2,0.0575083
675,75,45,60.9781,0.2,0.0574299
725,75,45,62.772,0.2,0.0573309
775,75,45,64.3704,0.2,0.0572437
825,75,45,65.7885,0.2,0.0571575
875,75,45,68.3362,0.2,0.0570192
925,75,45,69.8486,0.2,0.0569352
975,75,45,70.5897,0.2,0.0568936
25,125,45,81.1641,0.2,0.0562978
75,125,45,80.3074,0.2,0.0563456
125,125,45,78.6323,0.2,0.0564388
175,125,45,76.2558,0.2,0.056571
225,125,45,73.3192,0.2,0.0567344
275,125,45,69.9871,0.2,0.0569199
325,125,45,65.9143,0.2,0.0571423
375,125,45,61.7124,0.2,0.0573712
425,125,45,58.5506,0.2,0.0575497
475,125,45,57.0923,0.2,0.0576467
525,125,45,56.1304,0.2,0.0576988
575,125,45,56.3179,0.2,0.0576898
625,125,45,56.9328,0.2,0.0576442
675,125,45,58.7655,0.2,0.057545
725,125,45,61.0072,0.2,0.0574214
775,125,45,63.5959,0.2,0.0572831
825,125,45,65.8816,0.2,0.0571556
875,125,45,68.0906,0.2,0.0570332
925,125,45,69.6046,0.2,0.056949
975,125,45,70.3557,0.2,0.0569069
25,175,45,81.0839,0.2,0.0563023
75,175,45,80.2013,0.2,0.0563515
125,175,45,78.4707,0.2,0.0564478
175,175,45,76.0149,0.2,0.0565843
225,175,45,72.9914,0.2,0.0567525
275,175,45,69.706,0.2,0.0569354
325,175,45,64.7464,0.2,0.0571993
375,175,45,59.4313,0.2,0.0574788
425,175,45,54.2458,0.2,0.0577115
475,175,45,54.1656,0.2,0.0578024
525,175,45,52.3651,0.2,0.0578524
575,175,45,53.4067,0.2,0.0578413
625,175,45,53.1033,0.2,0.057799
675,175,45,55.8405,0.2,0.0576903
725,175,45,58.3097,0.2,0.0575395
775,175,45,62.4105,0.2,0.0573424
825,175,45,65.419,0.2,0.0571806
875,175,45,67.745,0.2,0.0570525
925,175,45,69.3093,0.2,0.0569657
975,175,45,70.0528,0.2,0.0569241
25,225,45,81.1058,0.2,0.0563011
75,225,45,80.2761,0.2,0.0563474
125,225,45,78.545,0.2,0.0564436
175,225,45,76.0007,0.2,0.0565849
225,225,45,72.8208,0.2,0.0567615
275,225,45,69.7777,0.2,0.0569266
325,225,45,63.7142,0.2,0.0572438
375,225,45,57.0242,0.2,0.0575785
425,225,45,53.3659,0.2,0.0578394
475,225,45,52.8966,0.2,0.0578972
525,225,45,51.693,0.2,0.0579552
575,225,45,52.6018,0.2,0.0579161
625,225,45,52.4989,0.2,0.0578902
675,225,45,55.165,0.2,0.057751
725,225,45,57.831,0.2,0.0575883
775,225,45,61.628,0.2,0.0573848
825,225,45,64.9198,0.2,0.0572077
875,225,45,67.4108,0.2,0.0570712
925,225,45,69.0468,0.2,0.0569805
975,225,45,69.8762,0.2,0.0569341
25,275,45,81.2297,0.2,0.0562941
75,275,45,80.475,0.2,0.0563362
125,275,45,78.8002,0.2,0.0564293
175,275,45,76.164,0.2,0.0565754
225,275,45,72.7081,0.2,0.0567668
275,275,45,70.1178,0.2,0.0569064
325,275,45,64.0063,0.2,0.0572287
375,275,45,58.2389,0.2,0.0575452
425,275,45,53.4083,0.2,0.0578181
475,275,45,52.2486,0.2,0.0579313
525,275,45,51.4665,0.2,0.0579733
575,275,45,52.3487,0.2,0.05793
625,275,45,52.3533,0.2,0.0579072
675,275,45,54.6763,0.2,0.0577811
725,275,45,57.1961,0.2,0.0576197
775,275,45,61.0467,0.2,0.0574144
825,275,45,64.5921,0.2,0.0572256
875,275,45,67.2002,0.2,0.0570833
925,275,45,68.8014,0.2,0.0569945
975,275,45,69.6026,0.2,0.0569496
25,325,45,81.4806,0.2,0.05628
75,325,45,80.7544,0.2,0.0563206
125,325,45,79.2074,0.2,0.0564066
175,325,45,76.4599,0.2,0.0565583
225,325,45,72.6674,0.2,0.0567669
275,325,45,69.9622,0.2,0.0569182
325,325,45,64.6543,0.2,0.0572024
375,325,45,59.1575,0.2,0.0575014
425,325,45,53.9584,0.2,0.0577524
475,325,45,53.2455,0.2,0.057871
525,325,45,51.7166,0.2,0.057949
575,325,45,52.1431,0.2,0.057934
625,325,45,52.3772,0.2,0.0578918
675,325,45,54.4529,0.2,0.0577646
725,325,45,57.9299,0.2,0.0575841
775,325,45,61.4463,0.2,0.0573954
825,325,45,64.6862,0.2,0.0572209
875,325,45,67.2006,0.2,0.0570825
925,325,45,68.6522,0.2,0.0570031
975,325,45,69.369,0.2,0.0569629
25,375,45,81.6297,0.2,0.0562717
75,375,45,80.9566,0.2,0.0563093
125,375,45,79.5867,0.2,0.0563855
175,375,45,77.0149,0.2,0.0565278
225,375,45,73.6509,0.2,0.0567141
275,375,45,70.3883,0.2,0.0568948
325,375,45,65.3868,0.2,0.0571648
375,375,45,59.6661,0.2,0.0574603
425,375,45,56.8704,0.2,0.0576542
475,375,45,54.9046,0.2,0.0577735
525,375,45,52.8397,0.2,0.0578604
575,375,45,53.4641,0.2,0.0578652
625,375,45,54.0687,0.2,0.0578172
675,375,45,55.9599,0.2,0.0576947
725,375,45,59.004,0.2,0.0575307
775,375,45,62.1963,0.2,0.0573581
825,375,45,64.9814,0.2,0.0572065
875,375,45,67.1231,0.2,0.0570881
925,375,45,68.6252,0.2,0.0570046
975,375,45,69.3909,0.2,0.0569617
25,425,45,81.5995,0.2,0.0562734
75,425,45,80.9854,0.2,0.0563077
125,425,45,79.6007,0.2,0.0563848
175,425,45,77.2346,0.2,0.056516
225,425,45,74.1231,0.2,0.0566888
275,425,45,70.5844,0.2,0.0568859
325,425,45,66.3905,0.2,0.0571172
375,425,45,62.0884,0.2,0.0573557
425,425,45,58.7749,0.2,0.0575498
475,425,45,56.4464,0.2,0.0576878
525,425,45,55.0874,0.2,0.0577694
575,425,45,54.4466,0.2,0.0578003
625,425,45,55.2319,0.2,0.0577464
675,425,45,57.4346,0.2,0.0576248
725,425,45,59.9635,0.2,0.057481
775,425,45,62.9377,0.2,0.0573199
825,425,45,65.331,0.2,0.0571885
875,425,45,67.1261,0.2,0.057088
925,425,45,68.6136,0.2,0.0570052
975,425,45,69.3889,0.2,0.0569618
25,475,45,81.4452,0.2,0.056282
75,475,45,80.9617,0.2,0.0563091
125,475,45,79.6048,0.2,0.0563846
175,475,45,77.3436,0.2,0.0565102
225,475,45,74.3512,0.2,0.0566765
275,475,45,70.8493,0.2,0.0568714
325,475,45,66.9749,0.2,0.0570874
375,475,45,63.1361,0.2,0.0573037
425,475,45,59.907,0.2,0.0574904
475,475,45,57.5759,0.2,0.0576286
525,475,45,56.2709,0.2,0.0577082
575,475,45,55.8197,0.2,0.0577335
625,475,45,56.5738,0.2,0.0576841
675,475,45,58.4001,0.2,0.0575761
725,475,45,60.8374,0.2,0.0574363
775,475,45,63.6072,0.2,0.0572848
825,475,45,65.6093,0.2,0.0571732
875,475,45,67.3268,0.2,0.057077
925,475,45,68.681,0.2,0.0570015
975,475,45,69.4097,0.2,0.0569606
