leaf_id,parent_id,x,y,z,P,Sw,Sg
509,99,962.5,212.5,37.5,200,0.2,0.05
510,99,987.5,212.5,37.5,200,0.2,0.05
511,99,962.5,237.5,37.5,200,0.2,0.05
512,99,987.5,237.5,37.5,200,0.2,0.05
513,100,12.5,262.5,12.5,200,0.2,0.05
514,100,37.5,262.5,12.5,200,0.2,0.05
515,100,12.5,287.5,12.5,200,0.2,0.05
516,100,37.5,287.5,12.5,200,0.2,0.05
517,100,12.5,262.5,37.5,200,0.2,0.05
518,100,37.5,262.5,37.5,200,0.2,0.05
519,100,12.5,287.5,37.5,200,0.2,0.05
520,100,37.5,287.5,37.5,200,0.2,0.05
521,101,62.5,262.5,12.5,200,0.2,0.05
522,101,87.5,262.5,12.5,200,0.2,0.05
523,101,62.5,287.5,12.5,200,0.2,0.05
524,101,87.5,287.5,12.5,200,0.2,0.05
525,101,62.5,262.5,37.5,200,0.2,0.05
526,101,87.5,262.5,37.5,200,0.2,0.05
527,101,62.5,287.5,37.5,200,0.2,0.05
528,101,87.5,287.5,37.5,200,0.2,0.05
529,102,125,275,25,200,0.2,0.05
530,103,175,275,25,200,0.2,0.05
531,104,212.5,262.5,12.5,200,0.2,0.05
532,104,237.5,262.5,12.5,200,0.2,0.05
533,104,212.5,287.5,12.5,200,0.2,0.05
534,104,237.5,287.5,12.5,200,0.2,0.05
535,104,212.5,262.5,37.5,200,0.2,0.05
536,104,237.5,262.5,37.5,200,0.2,0.05
537,104,212.5,287.5,37.5,200,0.2,0.05
538,104,237.5,287.5,37.5,200,0.2,0.05
539,105,262.5,262.5,12.5,200,0.2,0.05
540,105,287.5,262.5,12.5,199.994,0.2,0.0500003
541,105,262.5,287.5,12.5,200,0.2,0.05
542,105,287.5,287.5,12.5,199.994,0.2,0.0500003
543,105,262.5,262.5,37.5,199.999,0.2,0.05
544,105,287.5,262.5,37.5,199.994,0.2,0.0500003
545,105,262.5,287.5,37.5,200,0.2,0.05
546,105,287.5,287.5,37.5,199.994,0.2,0.0500003
547,106,325,275,25,199.883,0.2,0.0500058
548,107,362.5,262.5,12.5,199.031,0.2,0.0500485
549,107,387.5,262.5,12.5,195.065,0.2,0.0502473
550,107,362.5,287.5,12.5,199.057,0.2,0.0500472
551,107,387.5,287.5,12.5,195.092,0.2,0.050246
552,107,362.5,262.5,37.5,194.718,0.2,0.0502647
553,107,387.5,262.5,37.5,161.981,0.2,0.0519354
554,107,362.5,287.5,37.5,194.975,0.2,0.0502518
555,107,387.5,287.5,37.5,162.195,0.2,0.0519243
556,108,412.5,262.5,12.5,199.085,0.2,0.0500458
557,108,437.5,262.5,12.5,199.88,0.2,0.050006
558,108,412.5,287.5,12.5,199.103,0.2,0.0500449
559,108,437.5,287.5,12.5,199.87,0.2,0.0500065
560,108,412.5,262.5,37.5,195.091,0.2,0.050246
561,108,437.5,262.5,37.5,199.423,0.2,0.0500288
562,108,412.5,287.5,37.5,195.305,0.2,0.0502352
563,108,437.5,287.5,37.5,199.259,0.2,0.0500371
564,109,462.5,262.5,12.5,199.84,0.2,0.050008
565,109,487.5,262.5,12.5,198.889,0.2,0.0500556
566,109,462.5,287.5,12.5,199.853,0.2,0.0500073
567,109,487.5,287.5,12.5,199.013,0.2,0.0500494
568,109,462.5,262.5,37.5,199.083,0.2,0.0500458
569,109,487.5,262.5,37.5,193.541,0.2,0.0503239
570,109,462.5,287.5,37.5,199.137,0.2,0.0500432
571,109,487.5,287.5,37.5,194.616,0.2,0.0502699
572,110,512.5,262.5,12.5,194.558,0.2,0.0502728
573,110,537.5,262.5,12.5,198.233,0.2,0.0500884
574,110,512.5,287.5,12.5,194.816,0.2,0.0502598
575,110,537.5,287.5,12.5,198.279,0.2,0.0500861
576,110,512.5,262.5,37.5,159.035,0.2,0.0520882
577,110,537.5,262.5,37.5,189.014,0.2,0.0505522
578,110,512.5,287.5,37.5,160.732,0.2,0.0520001
579,110,537.5,287.5,37.5,188.97,0.2,0.0505544
580,111,562.5,262.5,12.5,199.133,0.2,0.0500434
581,111,587.5,262.5,12.5,196.569,0.2,0.0501718
582,111,562.5,287.5,12.5,198.875,0.2,0.0500563
583,111,587.5,287.5,12.5,193.131,0.2,0.0503446
584,111,562.5,262.5,37.5,197.352,0.2,0.0501326
585,111,587.5,262.5,37.5,194.44,0.2,0.0502787
586,111,562.5,287.5,37.5,197.559,0.2,0.0501222
587,111,587.5,287.5,37.5,192.77,0.2,0.0503627
588,112,612.5,262.5,12.5,190.115,0.2,0.0504966
589,112,637.5,262.5,12.5,198.462,0.2,0.050077
590,112,612.5,287.5,12.5,193.63,0.2,0.0503195
591,112,637.5,287.5,12.5,198.915,0.2,0.0500543
592,112,612.5,262.5,37.5,162.116,0.2,0.0519284
593,112,637.5,262.5,37.5,194.944,0.2,0.0502534
594,112,612.5,287.5,37.5,162.113,0.2,0.0519285
595,112,637.5,287.5,37.5,195.217,0.2,0.0502397
596,113,662.5,262.5,12.5,199.829,0.2,0.0500085
597,113,687.5,262.5,12.5,199.984,0.2,0.0500008
598,113,662.5,287.5,12.5,199.869,0.2,0.0500065
599,113,687.5,287.5,12.5,199.978,0.2,0.0500011
600,113,662.5,262.5,37.5,199.417,0.2,0.0500291
601,113,687.5,262.5,37.5,199.935,0.2,0.0500032
602,113,662.5,287.5,37.5,199.412,0.2,0.0500294
603,113,687.5,287.5,37.5,199.824,0.2,0.0500088
604,114,712.5,262.5,12.5,199.999,0.2,0.0500001
605,114,737.5,262.5,12.5,200,0.2,0.05
606,114,712.5,287.5,12.5,199.998,0.2,0.0500001
607,114,737.5,287.5,12.5,200,0.2,0.05
608,114,712.5,262.5,37.5,199.994,0.2,0.0500003
609,114,737.5,262.5,37.5,199.999,0.2,0.05
610,114,712.5,287.5,37.5,199.985,0.2,0.0500007
611,114,737.5,287.5,37.5,199.999,0.2,0.0500001
612,115,775,275,25,200,0.2,0.05
613,116,825,275,25,200,0.2,0.05
614,117,875,275,25,200,0.2,0.05
615,118,912.5,262.5,12.5,200,0.2,0.05
616,118,937.5,262.5,12.5,200,0.2,0.05
617,118,912.5,287.5,12.5,200,0.2,0.05
618,118,937.5,287.5,12.5,200,0.2,0.05
619,118,912.5,262.5,37.5,200,0.2,0.05
620,118,937.5,262.5,37.5,200,0.2,0.05
621,118,912.5,287.5,37.5,200,0.2,0.05
622,118,937.5,287.5,37.5,200,0.2,0.05
623,119,962.5,262.5,12.5,200,0.2,0.05
624,119,987.5,262.5,12.5,200,0.2,0.05
625,119,962.5,287.5,12.5,200,0.2,0.05
626,119,987.5,287.5,12.5,200,0.2,0.05
627,119,962.5,262.5,37.5,200,0.2,0.05
628,119,987.5,262.5,37.5,200,0.2,0.05
629,119,962.5,287.5,37.5,200,0.2,0.05
630,119,987.5,287.5,37.5,200,0.2,0.05
631,120,12.5,312.5,12.5,200,0.2,0.05
632,120,37.5,312.5,12.5,200,0.2,0.05
633,120,12.5,337.5,12.5,200,0.2,0.05
634,120,37.5,337.5,12.5,200,0.2,0.05
635,120,12.5,312.5,37.5,200,0.2,0.05
636,120,37.5,312.5,37.5,200,0.2,0.05
637,120,12.5,337.5,37.5,200,0.2,0.05
638,120,37.5,337.5,37.5,200,0.2,0.05
639,121,62.5,312.5,12.5,200,0.2,0.05
640,121,87.5,312.5,12.5,200,0.2,0.05
641,121,62.5,337.5,12.5,200,0.2,0.05
642,121,87.5,337.5,12.5,200,0.2,0.05
643,121,62.5,312.5,37.5,200,0.2,0.05
644,121,87.5,312.5,37.5,200,0.2,0.05
645,121,62.5,337.5,37.5,200,0.2,0.05
646,121,87.5,337.5,37.5,200,0.2,0.05
647,122,112.5,312.5,12.5,200,0.2,0.05
648,122,137.5,312.5,12.5,200,0.2,0.05
649,122,112.5,337.5,12.5,200,0.2,0.05
650,122,137.5,337.5,12.5,200,0.2,0.05
651,122,112.5,312.5,37.5,200,0.2,0.05
652,122,137.5,312.5,37.5,200,0.2,0.05
653,122,112.5,337.5,37.5,200,0.2,0.05
654,122,137.5,337.5,37.5,200,0.2,0.05
655,123,162.5,312.5,12.5,200,0.2,0.05
656,123,187.5,312.5,12.5,200,0.2,0.05
657,123,162.5,337.5,12.5,200,0.2,0.05
658,123,187.5,337.5,12.5,200,0.2,0.05
659,123,162.5,312.5,37.5,200,0.2,0.05
660,123,187.5,312.5,37.5,200,0.2,0.05
661,123,162.5,337.5,37.5,200,0.2,0.05
662,123,187.5,337.5,37.5,200,0.2,0.05
663,124,212.5,312.5,12.5,200,0.2,0.05
664,124,237.5,312.5,12.5,200,0.2,0.05
665,124,212.5,337.5,12.5,200,0.2,0.05
666,124,237.5,337.5,12.5,200,0.2,0.05
667,124,212.5,312.5,37.5,200,0.2,0.05
668,124,237.5,312.5,37.5,200,0.2,0.05
669,124,212.5,337.5,37.5,200,0.2,0.05
670,124,237.5,337.5,37.5,200,0.2,0.05
671,125,275,325,25,199.998,0.2,0.0500001
672,126,325,325,25,199.899,0.2,0.0500051
673,127,362.5,312.5,12.5,199.078,0.2,0.0500461
674,127,387.5,312.5,12.5,195.162,0.2,0.0502425
675,127,362.5,337.5,12.5,199.214,0.2,0.0500393
676,127,387.5,337.5,12.5,195.849,0.2,0.0502079
677,127,362.5,312.5,37.5,195.075,0.2,0.0502468
678,127,387.5,312.5,37.5,162.458,0.2,0.0519107
679,127,362.5,337.5,37.5,195.67,0.2,0.0502169
680,127,387.5,337.5,37.5,165.522,0.2,0.0517521
681,128,412.5,312.5,12.5,199.107,0.2,0.0500447
682,128,437.5,312.5,12.5,199.884,0.2,0.0500058
683,128,412.5,337.5,12.5,199.227,0.2,0.0500387
684,128,437.5,337.5,12.5,199.889,0.2,0.0500056
685,128,412.5,312.5,37.5,195.194,0.2,0.0502409
686,128,437.5,312.5,37.5,199.451,0.2,0.0500274
687,128,412.5,337.5,37.5,195.761,0.2,0.0502124
688,128,437.5,337.5,37.5,199.568,0.2,0.0500216
689,129,462.5,312.5,12.5,199.868,0.2,0.0500066
690,129,487.5,312.5,12.5,199.096,0.2,0.0500452
691,129,462.5,337.5,12.5,199.892,0.2,0.0500054
692,129,487.5,337.5,12.5,199.193,0.2,0.0500404
693,129,462.5,312.5,37.5,199.232,0.2,0.0500384
694,129,487.5,312.5,37.5,195.246,0.2,0.0502382
695,129,462.5,337.5,37.5,199.483,0.2,0.0500259
696,129,487.5,337.5,37.5,195.74,0.2,0.0502134
697,130,512.5,312.5,12.5,195.088,0.2,0.0502462
698,130,537.5,312.5,12.5,198.84,0.2,0.050058
699,130,512.5,337.5,12.5,195.63,0.2,0.050219
700,130,537.5,337.5,12.5,198.483,0.2,0.0500759
701,130,512.5,312.5,37.5,162.284,0.2,0.0519196
702,130,537.5,312.5,37.5,194.433,0.2,0.0502791
703,130,512.5,337.5,37.5,165.725,0.2,0.0517416
704,130,537.5,337.5,37.5,195.292,0.2,0.0502359
705,131,562.5,312.5,12.5,199.492,0.2,0.0500254
706,131,587.5,312.5,12.5,197.74,0.2,0.0501131
707,131,562.5,337.5,12.5,199.48,0.2,0.050026
708,131,587.5,337.5,12.5,198.429,0.2,0.0500786
709,131,562.5,312.5,37.5,198.343,0.2,0.0500829
710,131,587.5,312.5,37.5,191.017,0.2,0.050451
711,131,562.5,337.5,37.5,197.409,0.2,0.0501297
712,131,587.5,337.5,37.5,190.03,0.2,0.0505009
713,132,612.5,312.5,12.5,194.854,0.2,0.0502579
714,132,637.5,312.5,12.5,199.062,0.2,0.0500469
715,132,612.5,337.5,12.5,195.422,0.2,0.0502294
716,132,637.5,337.5,12.5,199.148,0.2,0.0500426
717,132,612.5,312.5,37.5,162.157,0.2,0.0519262
718,132,637.5,312.5,37.5,195.13,0.2,0.050244
719,132,612.5,337.5,37.5,164.2,0.2,0.0518205
720,132,637.5,337.5,37.5,195.541,0.2,0.0502234
721,133,662.5,312.5,12.5,199.888,0.2,0.0500056
722,133,687.5,312.5,12.5,199.977,0.2,0.0500012
723,133,662.5,337.5,12.5,199.906,0.2,0.0500047
724,133,687.5,337.5,12.5,199.989,0.2,0.0500005
725,133,662.5,312.5,37.5,199.461,0.2,0.050027
726,133,687.5,312.5,37.5,199.792,0.2,0.0500104
727,133,662.5,337.5,37.5,199.588,0.2,0.0500206
728,133,687.5,337.5,37.5,199.942,0.2,0.0500029
729,134,712.5,312.5,12.5,199.996,0.2,0.0500002
730,134,737.5,312.5,12.5,200,0.2,0.05
731,134,712.5,337.5,12.5,199.999,0.2,0.0500001
732,134,737.5,337.5,12.5,200,0.2,0.05
733,134,712.5,312.5,37.5,199.965,0.2,0.0500017
734,134,737.5,312.5,37.5,199.998,0.2,0.0500001
735,134,712.5,337.5,37.5,199.994,0.2,0.0500003
736,134,737.5,337.5,37.5,200,0.2,0.05
737,135,775,325,25,200,0.2,0.05
738,136,812.5,312.5,12.5,200,0.2,0.05
739,136,837.5,312.5,12.5,200,0.2,0.05
740,136,812.5,337.5,12.5,200,0.2,0.05
741,136,837.5,337.5,12.5,200,0.2,0.05
742,136,812.5,312.5,37.5,200,0.2,0.05
743,136,837.5,312.5,37.5,200,0.2,0.05
744,136,812.5,337.5,37.5,200,0.2,0.05
745,136,837.5,337.5,37.5,200,0.2,0.05
746,137,862.5,312.5,12.5,200,0.2,0.05
747,137,887.5,312.5,12.5,200,0.2,0.05
748,137,862.5,337.5,12.5,200,0.2,0.05
749,137,887.5,337.5,12.5,200,0.2,0.05
750,137,862.5,312.5,37.5,200,0.2,0.05
751,137,887.5,312.5,37.5,200,0.2,0.05
752,137,862.5,337.5,37.5,200,0.2,0.05
753,137,887.5,337.5,37.5,200,0.2,0.05
754,138,912.5,312.5,12.5,200,0.2,0.05
755,138,937.5,312.5,12.5,200,0.2,0.05
756,138,912.5,337.5,12.5,200,0.2,0.05
757,138,937.5,337.5,12.5,200,0.2,0.05
758,138,912.5,312.5,37.5,200,0.2,0.05
759,138,937.5,312.5,37.5,200,0.2,0.05
760,138,912.5,337.5,37.5,200,0.2,0.05
761,138,937.5,337.5,37.5,200,0.2,0.05
762,139,962.5,312.5,12.5,200,0.2,0.05
763,139,987.5,312.5,12.5,200,0.2,0.05
764,139,962.5,337.5,12.5,200,0.2,0.05
765,139,987.5,337.5,12.5,200,0.2,0.05
766,139,962.5,312.5,37.5,200,0.2,0.05
767,139,987.5,312.5,37.5,200,0.2,0.05
768,139,962.5,337.5,37.5,200,0.2,0.05
769,139,987.5,337.5,37.5,200,0.2,0.05
770,140,12.5,362.5,12.5,200,0.2,0.05
771,140,37.5,362.5,12.5,200,0.2,0.05
772,140,12.5,387.5,12.5,200,0.2,0.05
773,140,37.5,387.5,12.5,200,0.2,0.05
774,140,12.5,362.5,37.5,200,0.2,0.05
775,140,37.5,362.5,37.5,200,0.2,0.05
776,140,12.5,387.5,37.5,200,0.2,0.05
777,140,37.5,387.5,37.5,200,0.2,0.05
778,141,62.5,362.5,12.5,200,0.2,0.05
779,141,87.5,362.5,12.5,200,0.2,0.05
780,141,62.5,387.5,12.5,200,0.2,0.05
781,141,87.5,387.5,12.5,200,0.2,0.05
782,141,62.5,362.5,37.5,200,0.2,0.05
783,141,87.5,362.5,37.5,200,0.2,0.05
784,141,62.5,387.5,37.5,200,0.2,0.05
785,141,87.5,387.5,37.5,200,0.2,0.05
786,142,112.5,362.5,12.5,200,0.2,0.05
787,142,137.5,362.5,12.5,200,0.2,0.05
788,142,112.5,387.5,12.5,200,0.2,0.05
789,142,137.5,387.5,12.5,200,0.2,0.05
790,142,112.5,362.5,37.5,200,0.2,0.05
791,142,137.5,362.5,37.5,200,0.2,0.05
792,142,112.5,387.5,37.5,200,0.2,0.05
793,142,137.5,387.5,37.5,200,0.2,0.05
794,143,162.5,362.5,12.5,200,0.2,0.05
795,143,187.5,362.5,12.5,200,0.2,0.05
796,143,162.5,387.5,12.5,200,0.2,0.05
797,143,187.5,387.5,12.5,200,0.2,0.05
798,143,162.5,362.5,37.5,200,0.2,0.05
799,143,187.5,362.5,37.5,200,0.2,0.05
800,143,162.5,387.5,37.5,200,0.2,0.05
801,143,187.5,387.5,37.5,200,0.2,0.05
802,144,212.5,362.5,12.5,200,0.2,0.05
803,144,237.5,362.5,12.5,200,0.2,0.05
804,144,212.5,387.5,12.5,200,0.2,0.05
805,144,237.5,387.5,12.5,200,0.2,0.05
806,144,212.5,362.5,37.5,200,0.2,0.05
807,144,237.5,362.5,37.5,200,0.2,0.05
808,144,212.5,387.5,37.5,200,0.2,0.05
809,144,237.5,387.5,37.5,200,0.2,0.05
810,145,275,375,25,200,0.2,0.05
811,146,312.5,362.5,12.5,199.994,0.2,0.0500003
812,146,337.5,362.5,12.5,199.983,0.2,0.0500008
813,146,312.5,387.5,12.5,200,0.2,0.05
814,146,337.5,387.5,12.5,199.998,0.2,0.0500001
815,146,312.5,362.5,37.5,199.992,0.2,0.0500004
816,146,337.5,362.5,37.5,199.948,0.2,0.0500026
817,146,312.5,387.5,37.5,199.999,0.2,0.0500001
818,146,337.5,387.5,37.5,199.992,0.2,0.0500004
819,147,362.5,362.5,12.5,199.852,0.2,0.0500074
820,147,387.5,362.5,12.5,199.306,0.2,0.0500347
821,147,362.5,387.5,12.5,199.983,0.2,0.0500009
822,147,387.5,387.5,12.5,199.927,0.2,0.0500036
823,147,362.5,362.5,37.5,199.308,0.2,0.0500346
824,147,387.5,362.5,37.5,196.111,0.2,0.0501948
825,147,362.5,387.5,37.5,199.928,0.2,0.0500036
826,147,387.5,387.5,37.5,199.661,0.2,0.050017
827,148,412.5,362.5,12.5,199.782,0.2,0.0500109
828,148,437.5,362.5,12.5,199.951,0.2,0.0500025
829,148,412.5,387.5,12.5,199.973,0.2,0.0500014
830,148,437.5,387.5,12.5,199.948,0.2,0.0500026
831,148,412.5,362.5,37.5,199.329,0.2,0.0500336
832,148,437.5,362.5,37.5,199.879,0.2,0.0500061
833,148,412.5,387.5,37.5,199.916,0.2,0.0500042
834,148,437.5,387.5,37.5,199.852,0.2,0.0500074
835,149,462.5,362.5,12.5,199.917,0.2,0.0500041
836,149,487.5,362.5,12.5,199.608,0.2,0.0500196
837,149,462.5,387.5,12.5,199.82,0.2,0.050009
838,149,487.5,387.5,12.5,199.811,0.2,0.0500094
839,149,462.5,362.5,37.5,199.56,0.2,0.050022
840,149,487.5,362.5,37.5,197.186,0.2,0.0501409
841,149,462.5,387.5,37.5,198.663,0.2,0.0500669
842,149,487.5,387.5,37.5,198.519,0.2,0.0500741
843,150,512.5,362.5,12.5,199.083,0.2,0.0500458
844,150,537.5,362.5,12.5,199.173,0.2,0.0500414
845,150,512.5,387.5,12.5,199.869,0.2,0.0500065
846,150,537.5,387.5,12.5,199.907,0.2,0.0500046
847,150,512.5,362.5,37.5,195.372,0.2,0.0502319
848,150,537.5,362.5,37.5,198.786,0.2,0.0500607
849,150,512.5,387.5,37.5,199.358,0.2,0.0500321
850,150,537.5,387.5,37.5,199.825,0.2,0.0500088
851,151,562.5,362.5,12.5,199.55,0.2,0.0500225
852,151,587.5,362.5,12.5,199.345,0.2,0.0500328
853,151,562.5,387.5,12.5,199.924,0.2,0.0500038
854,151,587.5,387.5,12.5,199.868,0.2,0.0500066
855,151,562.5,362.5,37.5,196.945,0.2,0.050153
856,151,587.5,362.5,37.5,195.264,0.2,0.0502373
857,151,562.5,387.5,37.5,199.657,0.2,0.0500172
858,151,587.5,387.5,37.5,199.453,0.2,0.0500273
859,152,625,375,25,199.368,0.2,0.0500316
860,153,662.5,362.5,12.5,199.955,0.2,0.0500022
861,153,687.5,362.5,12.5,199.996,0.2,0.0500002
862,153,662.5,387.5,12.5,199.962,0.2,0.0500019
863,153,687.5,387.5,12.5,199.997,0.2,0.0500001
864,153,662.5,362.5,37.5,199.932,0.2,0.0500034
865,153,687.5,362.5,37.5,199.992,0.2,0.0500004
866,153,662.5,387.5,37.5,199.964,0.2,0.0500018
867,153,687.5,387.5,37.5,199.997,0.2,0.0500002
868,154,712.5,362.5,12.5,200,0.2,0.05
869,154,737.5,362.5,12.5,200,0.2,0.05
870,154,712.5,387.5,12.5,200,0.2,0.05
871,154,737.5,387.5,12.5,200,0.2,0.05
872,154,712.5,362.5,37.5,199.999,0.2,0.05
873,154,737.5,362.5,37.5,200,0.2,0.05
874,154,712.5,387.5,37.5,199.999,0.2,0.05
875,154,737.5,387.5,37.5,200,0.2,0.05
876,155,762.5,362.5,12.5,200,0.2,0.05
877,155,787.5,362.5,12.5,200,0.2,0.05
878,155,762.5,387.5,12.5,200,0.2,0.05
879,155,787.5,387.5,12.5,200,0.2,0.05
880,155,762.5,362.5,37.5,200,0.2,0.05
881,155,787.5,362.5,37.5,200,0.2,0.05
882,155,762.5,387.5,37.5,200,0.2,0.05
883,155,787.5,387.5,37.5,200,0.2,0.05
884,156,812.5,362.5,12.5,200,0.2,0.05
885,156,837.5,362.5,12.5,200,0.2,0.05
886,156,812.5,387.5,12.5,200,0.2,0.05
887,156,837.5,387.5,12.5,200,0.2,0.05
888,156,812.5,362.5,37.5,200,0.2,0.05
889,156,837.5,362.5,37.5,200,0.2,0.05
890,156,812.5,387.5,37.5,200,0.2,0.05
891,156,837.5,387.5,37.5,200,0.2,0.05
892,157,862.5,362.5,12.5,200,0.2,0.05
893,157,887.5,362.5,12.5,200,0.2,0.05
894,157,862.5,387.5,12.5,200,0.2,0.05
895,157,887.5,387.5,12.5,200,0.2,0.05
896,157,862.5,362.5,37.5,200,0.2,0.05
897,157,887.5,362.5,37.5,200,0.2,0.05
898,157,862.5,387.5,37.5,200,0.2,0.05
899,157,887.5,387.5,37.5,200,0.2,0.05
900,158,925,375,25,200,0.2,0.05
901,159,962.5,362.5,12.5,200,0.2,0.05
902,159,987.5,362.5,12.5,200,0.2,0.05
903,159,962.5,387.5,12.5,200,0.2,0.05
904,159,987.5,387.5,12.5,200,0.2,0.05
905,159,962.5,362.5,37.5,200,0.2,0.05
906,159,987.5,362.5,37.5,200,0.2,0.05
907,159,962.5,387.5,37.5,200,0.2,0.05
908,159,987.5,387.5,37.5,200,0.2,0.05
909,160,12.5,412.5,12.5,200,0.2,0.05
910,160,37.5,412.5,12.5,200,0.2,0.05
911,160,12.5,437.5,12.5,200,0.2,0.05
912,160,37.5,437.5,12.5,200,0.2,0.05
913,160,12.5,412.5,37.5,200,0.2,0.05
914,160,37.5,412.5,37.5,200,0.2,0.05
915,160,12.5,437.5,37.5,200,0.2,0.05
916,160,37.5,437.5,37.5,200,0.2,0.05
917,161,62.5,412.5,12.5,200,0.2,0.05
918,161,87.5,412.5,12.5,200,0.2,0.05
919,161,62.5,437.5,12.5,200,0.2,0.05
920,161,87.5,437.5,12.5,200,0.2,0.05
921,161,62.5,412.5,37.5,200,0.2,0.05
922,161,87.5,412.5,37.5,200,0.2,0.05
923,161,62.5,437.5,37.5,200,0.2,0.05
924,161,87.5,437.5,37.5,200,0.2,0.05
925,162,125,425,25,200,0.2,0.05
926,163,175,425,25,200,0.2,0.05
927,164,225,425,25,200,0.2,0.05
928,165,262.5,412.5,12.5,200,0.2,0.05
929,165,287.5,412.5,12.5,200,0.2,0.05
930,165,262.5,437.5,12.5,200,0.2,0.05
931,165,287.5,437.5,12.5,200,0.2,0.05
932,165,262.5,412.5,37.5,200,0.2,0.05
933,165,287.5,412.5,37.5,200,0.2,0.05
934,165,262.5,437.5,37.5,200,0.2,0.05
935,165,287.5,437.5,37.5,200,0.2,0.05
936,166,312.5,412.5,12.5,200,0.2,0.05
937,166,337.5,412.5,12.5,200,0.2,0.05
938,166,312.5,437.5,12.5,200,0.2,0.05
939,166,337.5,437.5,12.5,200,0.2,0.05
940,166,312.5,412.5,37.5,199.999,0.2,0.05
941,166,337.5,412.5,37.5,199.999,0.2,0.0500001
942,166,312.5,437.5,37.5,200,0.2,0.05
943,166,337.5,437.5,37.5,200,0.2,0.05
944,167,362.5,412.5,12.5,199.998,0.2,0.0500001
945,167,387.5,412.5,12.5,199.994,0.2,0.0500003
946,167,362.5,437.5,12.5,200,0.2,0.05
947,167,387.5,437.5,12.5,199.999,0.2,0.05
948,167,362.5,412.5,37.5,199.994,0.2,0.0500003
949,167,387.5,412.5,37.5,199.976,0.2,0.0500012
950,167,362.5,437.5,37.5,200,0.2,0.05
951,167,387.5,437.5,37.5,199.998,0.2,0.0500001
952,168,412.5,412.5,12.5,199.991,0.2,0.0500004
953,168,437.5,412.5,12.5,199.925,0.2,0.0500037
954,168,412.5,437.5,12.5,199.998,0.2,0.0500001
955,168,437.5,437.5,12.5,199.987,0.2,0.0500007
956,168,412.5,412.5,37.5,199.99,0.2,0.0500005
957,168,437.5,412.5,37.5,199.958,0.2,0.0500021
958,168,412.5,437.5,37.5,199.997,0.2,0.0500002
959,168,437.5,437.5,37.5,199.98,0.2,0.050001
960,169,462.5,412.5,12.5,199.783,0.2,0.0500108
961,169,487.5,412.5,12.5,199.875,0.2,0.0500062
962,169,462.5,437.5,12.5,199.941,0.2,0.050003
963,169,487.5,437.5,12.5,199.821,0.2,0.050009
964,169,462.5,412.5,37.5,199.749,0.2,0.0500126
965,169,487.5,412.5,37.5,199.642,0.2,0.0500179
966,169,462.5,437.5,37.5,199.94,0.2,0.050003
967,169,487.5,437.5,37.5,199.914,0.2,0.0500043
968,170,512.5,412.5,12.5,199.969,0.2,0.0500015
969,170,537.5,412.5,12.5,199.99,0.2,0.0500005
970,170,512.5,437.5,12.5,199.922,0.2,0.0500039
971,170,537.5,437.5,12.5,199.991,0.2,0.0500004
972,170,512.5,412.5,37.5,199.916,0.2,0.0500042
973,170,537.5,412.5,37.5,199.98,0.2,0.050001
974,170,512.5,437.5,37.5,199.935,0.2,0.0500032
975,170,537.5,437.5,37.5,199.99,0.2,0.0500005
976,171,575,425,25,199.99,0.2,0.0500005
977,172,625,425,25,199.984,0.2,0.0500008
978,173,662.5,412.5,12.5,199.997,0.2,0.0500002
979,173,687.5,412.5,12.5,200,0.2,0.05
980,173,662.5,437.5,12.5,199.999,0.2,0.05
981,173,687.5,437.5,12.5,200,0.2,0.05
982,173,662.5,412.5,37.5,199.997,0.2,0.0500002
983,173,687.5,412.5,37.5,199.999,0.2,0.05
984,173,662.5,437.5,37.5,199.999,0.2,0.05
985,173,687.5,437.5,37.5,200,0.2,0.05
986,174,712.5,412.5,12.5,200,0.2,0.05
987,174,737.5,412.5,12.5,200,0.2,0.05
988,174,712.5,437.5,12.5,200,0.2,0.05
989,174,737.5,437.5,12.5,200,0.2,0.05
990,174,712.5,412.5,37.5,199.999,0.2,0.05
991,174,737.5,412.5,37.5,200,0.2,0.05
992,174,712.5,437.5,37.5,200,0.2,0.05
993,174,737.5,437.5,37.5,200,0.2,0.05
994,175,762.5,412.5,12.5,200,0.2,0.05
995,175,787.5,412.5,12.5,200,0.2,0.05
996,175,762.5,437.5,12.5,200,0.2,0.05
997,175,787.5,437.5,12.5,200,0.2,0.05
998,175,762.5,412.5,37.5,200,0.2,0.05
999,175,787.5,412.5,37.5,200,0.2,0.05
1000,175,762.5,437.5,37.5,200,0.2,0.05
1001,175,787.5,437.5,37.5,200,0.2,0.05
1002,176,812.5,412.5,12.5,200,0.2,0.05
1003,176,837.5,412.5,12.5,200,0.2,0.05
1004,176,812.5,437.5,12.5,200,0.2,0.05
1005,176,837.5,437.5,12.5,200,0.2,0.05
1006,176,812.5,412.5,37.5,200,0.2,0.05
1007,176,837.5,412.5,37.5,200,0.2,0.05
1008,176,812.5,437.5,37.5,200,0.2,0.05
1009,176,837.5,437.5,37.5,200,0.2,0.05
1010,177,862.5,412.5,12.5,200,0.2,0.05
1011,177,887.5,412.5,12.5,200,0.2,0.05
1012,177,862.5,437.5,12.5,200,0.2,0.05
1013,177,887.5,437.5,12.5,200,0.2,0.05
1014,177,862.5,412.5,37.5,200,0.2,0.05
1015,177,887.5,412.5,37.5,200,0.2,0.05
